kegg_annotation_id	name	definition	pathway	module
K09554	CDC37	cell division cycle protein 37	ko04151  PI3K-Akt signaling pathway	
K09555	BAG1	BCL2-associated athanogene 1	ko04141  Protein processing in endoplasmic reticulum	
K09556	BAG2	BCL2-associated athanogene 2	ko04141  Protein processing in endoplasmic reticulum	
K09557	BAG3	BCL2-associated athanogene 3		
K09558	BAG4	BCL2-associated athanogene 4	ko04668  TNF signaling pathway	
K09559	BAG5	BCL2-associated athanogene 5		
K09560	ST13	suppressor of tumorigenicity protein 13		
K09561	STUB1, CHIP	STIP1 homology and U-box containing protein 1 [EC:2.3.2.27]	ko04120  Ubiquitin mediated proteolysis	
K09562	HSPBP1	hsp70-interacting protein	ko04141  Protein processing in endoplasmic reticulum	
K09563	PPIC, CYPC	peptidyl-prolyl isomerase C (cyclophilin C) [EC:5.2.1.8]		
K09564	PPIE	peptidyl-prolyl isomerase E (cyclophilin E) [EC:5.2.1.8]	ko03040  Spliceosome	M00355  Spliceosome, 35S U5-snRNP
K09565	PPIF	peptidyl-prolyl isomerase F (cyclophilin D) [EC:5.2.1.8]	ko04020  Calcium signaling pathway	
K09566	PPIG	peptidyl-prolyl isomerase G (cyclophilin G) [EC:5.2.1.8]		
K09567	PPIH, CYPH	peptidyl-prolyl isomerase H (cyclophilin H) [EC:5.2.1.8]	ko03040  Spliceosome	M00354  Spliceosome, U4/U6.U5 tri-snRNP
K09568	FKBP1	FK506-binding protein 1 [EC:5.2.1.8]		
K09569	FKBP2	FK506-binding protein 2 [EC:5.2.1.8]		
K09570	FKBP3	FK506-binding protein 3 [EC:5.2.1.8]		
K09571	FKBP4_5	FK506-binding protein 4/5 [EC:5.2.1.8]	ko04915  Estrogen signaling pathway	
K09572	FKBP6	FK506-binding protein 6 [EC:5.2.1.8]		
K09573	FKBP7	FK506-binding protein 7 [EC:5.2.1.8]		
K09574	FKBP8	FK506-binding protein 8 [EC:5.2.1.8]		
K09575	FKBP9_10	FK506-binding protein 9/10 [EC:5.2.1.8]		
K09576	FKBP11	FK506-binding protein 11 [EC:5.2.1.8]		
K09577	FKBP14	FK506-binding protein 14 [EC:5.2.1.8]		
K09578	PIN1	peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 [EC:5.2.1.8]	ko04622  RIG-I-like receptor signaling pathway	
K09579	PIN4	peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 [EC:5.2.1.8]		
K09580	PDIA1, P4HB	protein disulfide-isomerase A1 [EC:5.3.4.1]	ko04141  Protein processing in endoplasmic reticulum	
K09581	PDIA2	protein disulfide isomerase family A, member 2 [EC:5.3.4.1]		
K09582	PDIA4, ERP72	protein disulfide-isomerase A4 [EC:5.3.4.1]	ko04141  Protein processing in endoplasmic reticulum	
K09583	PDIA5	protein disulfide isomerase family A, member 5 [EC:5.3.4.1]		
K09584	PDIA6, TXNDC7	protein disulfide-isomerase A6 [EC:5.3.4.1]	ko04141  Protein processing in endoplasmic reticulum	
K09585	TXNDC10	thioredoxin domain-containing protein 10 [EC:5.3.4.1]		
K09586	ERP29	endoplasmic reticulum protein 29	ko04141  Protein processing in endoplasmic reticulum	
K09587	CYP90B1, DWF4	steroid 22-alpha-hydroxylase [EC:1.14.13.-]	ko00905  Brassinosteroid biosynthesis	M00371  Castasterone biosynthesis, campesterol => castasterone
K09588	CYP90A1, CPD	cytochrome P450 family 90 subfamily A polypeptide 1 [EC:1.14.-.-]	ko00905  Brassinosteroid biosynthesis	M00371  Castasterone biosynthesis, campesterol => castasterone
K09589	CYP90D2, D2	steroid 3-oxidase [EC:1.14.-.-]	ko00905  Brassinosteroid biosynthesis	
K09590	CYP85A1, BR6OX1	brassinosteroid-6-oxidase 1 [EC:1.14.-.-]	ko00905  Brassinosteroid biosynthesis	M00371  Castasterone biosynthesis, campesterol => castasterone
K09591	DET2	steroid 5-alpha-reductase [EC:1.3.1.22]	ko00905  Brassinosteroid biosynthesis	M00371  Castasterone biosynthesis, campesterol => castasterone
K09592	EGLN, HPH	hypoxia-inducible factor prolyl hydroxylase [EC:1.14.11.29]	ko04066  HIF-1 signaling pathway	
K09593	GAB1	GRB2-associated-binding protein 1	ko01521  EGFR tyrosine kinase inhibitor resistance	
K09594	FLCN, BHD	folliculin	ko04150  mTOR signaling pathway	
K09595	HM13	minor histocompatibility antigen H13 [EC:3.4.23.-]		
K09596	SPPL2A	signal peptide peptidase-like 2A [EC:3.4.23.-]		
K09597	SPPL2B	signal peptide peptidase-like 2B [EC:3.4.23.-]		
K09598	SPPL3	signal peptide peptidase-like 3 [EC:3.4.23.-]		
K09599	CTSP	cathepsin P [EC:3.4.22.-]	ko04142  Lysosome	
K09600	CTSM	cathepsin M [EC:3.4.22.-]	ko04142  Lysosome	
K09601	CTSR	cathepsin R [EC:3.4.22.-]		
K09602	OTUB1	ubiquitin thioesterase protein OTUB1 [EC:3.4.19.12]		
K09603	OTUB2	ubiquitin thioesterase protein OTUB2 [EC:3.4.19.12]		
K09604	ARTS1	adipocyte-derived leucine aminopeptidase [EC:3.4.11.-]		
K09605	RNPEPL1	arginyl aminopeptidase-like 1 [EC:3.4.11.-]		
K09606	C9ORF3	aminopeptidase O [EC:3.4.11.-]		
K09607	ina	immune inhibitor A [EC:3.4.24.-]		
K09608	TLL1	tolloid-like protein 1 [EC:3.4.24.-]		
K09609	ADAMTS20	a disintegrin and metalloproteinase with thrombospondin motifs 20 [EC:3.4.24.-]		
K09610	ECEL1	endothelin-converting enzyme-like 1 [EC:3.4.24.-]		
K09611	NPEPL1	probable aminopeptidase NPEPL1 [EC:3.4.11.-]		
K09612	iap	alkaline phosphatase isozyme conversion protein [EC:3.4.11.-]		
K09613	COPS5, CSN5	COP9 signalosome complex subunit 5 [EC:3.4.-.-]		
K09614	CORIN	corin [EC:3.4.21.-]		
K09615	TPSG1	tryptase gamma 1 [EC:3.4.21.-]		
K09616	GZMH, CTSGL2	granzyme H (cathepsin G-like 2) [EC:3.4.21.-]		
K09617	KLK5	kallikrein 5 [EC:3.4.21.-]		
K09618	KLK9	kallikrein 9 [EC:3.4.21.-]		
K09619	KLK10, PRSSL1	kallikrein 10 [EC:3.4.21.-]		
K09620	KLK11, PRSS20	kallikrein 11 [EC:3.4.21.-]		
K09621	KLK12	kallikrein 12 [EC:3.4.21.-]		
K09622	KLK14	kallikrein 14 [EC:3.4.21.-]		
K09623	KLK15	kallikrein 15 [EC:3.4.21.-]		
K09624	PRSS12	neurotrypsin [EC:3.4.21.-]		
K09625	PRSS21	testisin [EC:3.4.21.-]		
K09626	PRSS22, BSSP4	brain-specific serine protease 4 [EC:3.4.21.-]		
K09627	PRSS23	serine protease 23 [EC:3.4.21.-]		
K09628	PRSS27	serine protease 27 [EC:3.4.21.-]		
K09629	PRSS33	serine protease 33 [EC:3.4.21.-]		
K09630	PRSS36	polyserase 2 [EC:3.4.21.-]		
K09631	HGFAC	hepatocyte growth factor activator [EC:3.4.21.-]		
K09632	CTRL	chymotrypsin-like protease [EC:3.4.21.-]	ko04972  Pancreatic secretion	
K09633	TMPRSS2	transmembrane protease serine 2 [EC:3.4.21.-]	ko05164  Influenza A	
K09634	TMPRSS3	transmembrane protease serine 3 [EC:3.4.21.-]		
K09635	TMPRSS4	transmembrane protease serine 4 [EC:3.4.21.-]	ko05164  Influenza A	
K09636	TMPRSS5	transmembrane protease serine 5 [EC:3.4.21.-]		
K09637	TMPRSS6	transmembrane protease serine 6 [EC:3.4.21.-]		
K09638	TMPRSS7	transmembrane protease serine 7 [EC:3.4.21.-]		
K09639	TMPRSS8	transmembrane protease serine 8 [EC:3.4.21.-]		
K09640	TMPRSS9	transmembrane protease serine 9 [EC:3.4.21.-]		
K09641	TMPRSS11D	transmembrane protease serine 11D [EC:3.4.21.-]		
K09642	TMPRSS11E	transmembrane protease serine 11E [EC:3.4.21.-]		
K09643	TMPRSS13, TMPRSS11	transmembrane protease serine 13	ko05164  Influenza A	
K09644	LPA	apolipoprotein(a) [EC:3.4.21.-]		
K09645	CPVL	vitellogenic carboxypeptidase-like protein [EC:3.4.16.-]		
K09646	SCPEP1	serine carboxypeptidase 1 [EC:3.4.16.-]		
K09647	IMP1	mitochondrial inner membrane protease subunit 1 [EC:3.4.21.-]	ko03060  Protein export	
K09648	IMP2	mitochondrial inner membrane protease subunit 2 [EC:3.4.21.-]	ko03060  Protein export	
K09649	PRSS16	thymus-specific serine protease [EC:3.4.-.-]		
K09650	PARL, PSARL, PCP1	rhomboid-like protein [EC:3.4.21.105]		
K09651	RHBDD1	rhomboid domain-containing protein 1 [EC:3.4.21.-]		
K09652	RHBDD2, RHBDL7	rhomboid domain-containing protein 2		
K09653	C1GALT2, C1GALT1C1	C1GALT1-specific chaperone 1 [EC:2.4.1.-]	ko00512  Mucin type O-glycan biosynthesis	M00056  O-glycan biosynthesis, mucin type core
K09654	B3GALNT2	beta-1,3-N-acetylgalactosaminyltransferase 2 [EC:2.4.1.313]	ko00515  Mannose type O-glycan biosynthesis	
K09655	B4GALNT2	beta-1,4-N-acetylgalactosaminyltransferase 2 [EC:2.4.1.-]		
K09656	B4GALNT3	beta-1,4-N-acetylgalactosaminyltransferase 3 [EC:2.4.1.244]	ko00513  Various types of N-glycan biosynthesis	
K09657	B4GALNT4	beta-1,4-N-acetylgalactosaminyltransferase 4 [EC:2.4.1.244]	ko00513  Various types of N-glycan biosynthesis	
K09658	DPM2	dolichyl-phosphate mannosyltransferase polypeptide 2, regulatory subunit	ko00510  N-Glycan biosynthesis	
K09659	DPM3	dolichyl-phosphate mannosyltransferase polypeptide 3	ko00510  N-Glycan biosynthesis	
K09660	MPDU1	mannose-P-dolichol utilization defect 1		
K09661	MGAT5B	mannosyl alpha-1,6-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase, isozyme B [EC:2.4.1.-]	ko00510  N-Glycan biosynthesis	M00075  N-glycan biosynthesis, complex type
K09662	GCNT3	N-acetylglucosaminyltransferase 3, mucin type [EC:2.4.1.-]	ko00512  Mucin type O-glycan biosynthesis	M00056  O-glycan biosynthesis, mucin type core
K09663	GCNT4	beta-1,6-N-acetylglucosaminyltransferase 4 [EC:2.4.1.-]	ko00512  Mucin type O-glycan biosynthesis	M00056  O-glycan biosynthesis, mucin type core
K09664	B3GNT7	beta-1,3-N-acetylglucosaminyltransferase 7 [EC:2.4.1.-]	ko00533  Glycosaminoglycan biosynthesis - keratan sulfate	
K09665	B3GNT8	beta-1,3-N-acetylglucosaminyltransferase 8 [EC:2.4.1.-]		
K09666	POMGNT1	beta-1,2-N-acetylglucosaminyltransferase [EC:2.4.1.-]	ko00515  Mannose type O-glycan biosynthesis	
K09667	OGT	protein O-GlcNAc transferase [EC:2.4.1.255]	ko00514  Other types of O-glycan biosynthesis	
K09668	LARGE	glycosyltransferase-like protein LARGE [EC:2.4.2.- 2.4.1.-]	ko00515  Mannose type O-glycan biosynthesis	
K09669	FUT10	alpha-1,3-fucosyltransferase 10 [EC:2.4.1.-]		
K09670	CHST5	carbohydrate 6-sulfotransferase 5 [EC:2.8.2.-]		
K09671	CHST6	carbohydrate 6-sulfotransferase 6 [EC:2.8.2.-]	ko00533  Glycosaminoglycan biosynthesis - keratan sulfate	
K09672	CHST8	carbohydrate 4-sulfotransferase 8 [EC:2.8.2.-]	ko00513  Various types of N-glycan biosynthesis	
K09673	CHST9	carbohydrate 4-sulfotransferase 9 [EC:2.8.2.-]	ko00513  Various types of N-glycan biosynthesis	
K09674	CHST10	carbohydrate 3-sulfotransferase 10 [EC:2.8.2.-]	ko00515  Mannose type O-glycan biosynthesis	
K09675	GAL3ST2	galactose-3-O-sulfotransferase 2 [EC:2.8.2.-]		
K09676	GAL3ST3	galactose-3-O-sulfotransferase 3 [EC:2.8.2.-]		
K09677	GAL3ST4	galactose-3-O-sulfotransferase 4 [EC:2.8.2.-]		
K09678	HS3ST4	[heparan sulfate]-glucosamine 3-sulfotransferase 4 [EC:2.8.2.-]		
K09679	HS3ST6	[heparan sulfate]-glucosamine 3-sulfotransferase 6 [EC:2.8.2.-]		
K09680	coaW	type II pantothenate kinase [EC:2.7.1.33]	ko00770  Pantothenate and CoA biosynthesis	M00120  Coenzyme A biosynthesis, pantothenate => CoA
K09681	gltC	LysR family transcriptional regulator, transcription activator of glutamate synthase operon		
K09682	hpr	MarR family transcriptional regulator, protease production regulatory protein HPr		
K09683	hutP	hut operon positive regulatory protein		
K09684	pucR	purine catabolism regulatory protein		
K09685	purR	purine operon repressor		
K09688	ABC-2.CPSE.P	capsular polysaccharide transport system permease protein	ko02010  ABC transporters	M00249  Capsular polysaccharide transport system
K09689	ABC-2.CPSE.A	capsular polysaccharide transport system ATP-binding protein [EC:3.6.3.38]	ko02010  ABC transporters	M00249  Capsular polysaccharide transport system
K09690	ABC-2.LPSE.P	lipopolysaccharide transport system permease protein	ko02010  ABC transporters	M00250  Lipopolysaccharide transport system
K09691	ABC-2.LPSE.A	lipopolysaccharide transport system ATP-binding protein	ko02010  ABC transporters	M00250  Lipopolysaccharide transport system
K09692	tagG	teichoic acid transport system permease protein	ko02010  ABC transporters	M00251  Teichoic acid transport system
K09693	tagH	teichoic acid transport system ATP-binding protein [EC:3.6.3.40]	ko02010  ABC transporters	M00251  Teichoic acid transport system
K09694	nodJ	lipooligosaccharide transport system permease protein	ko02010  ABC transporters	M00252  Lipooligosaccharide transport system
K09695	nodI	lipooligosaccharide transport system ATP-binding protein	ko02010  ABC transporters	M00252  Lipooligosaccharide transport system
K09696	natB	sodium transport system permease protein	ko02010  ABC transporters	M00253  Sodium transport system
K09697	natA	sodium transport system ATP-binding protein [EC:3.6.3.7]	ko02010  ABC transporters	M00253  Sodium transport system
K09698	gltX	nondiscriminating glutamyl-tRNA synthetase [EC:6.1.1.24]	ko00970  Aminoacyl-tRNA biosynthesis	M00360  Aminoacyl-tRNA biosynthesis, prokaryotes
K09699	DBT, bkdB	2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase) [EC:2.3.1.168]	ko00280  Valine, leucine and isoleucine degradation	M00036  Leucine degradation, leucine => acetoacetate + acetyl-CoA
K09700	K09700	uncharacterized protein		
K09701	K09701	uncharacterized protein		
K09702	K09702	uncharacterized protein		
K09703	K09703	uncharacterized protein		
K09704	K09704	uncharacterized protein		
K09705	K09705	uncharacterized protein		
K09706	K09706	uncharacterized protein		
K09707	K09707	uncharacterized protein		
K09708	ACE2, ACEH	angiotensin-converting enzyme 2 [EC:3.4.17.23]	ko04614  Renin-angiotensin system	
K09709	meh	3-methylfumaryl-CoA hydratase [EC:4.2.1.153]	ko00720  Carbon fixation pathways in prokaryotes	M00376  3-Hydroxypropionate bi-cycle
K09710	ybeB	ribosome-associated protein		
K09711	K09711	uncharacterized protein		
K09712	K09712	uncharacterized protein		
K09713	K09713	uncharacterized protein		
K09714	K09714	uncharacterized protein		
K09715	K09715	uncharacterized protein		
K09716	dtdA, GEK1	D-aminoacyl-tRNA deacylase [EC:3.1.1.96]		
K09717	K09717	uncharacterized protein		
K09718	K09718	uncharacterized protein		
K09719	K09719	uncharacterized protein		
K09720	nrpRI	HTH-type transcriptional regulator, global nitrogen regulator NrpRI		
K09721	K09721	uncharacterized protein		
K09722	K09722, pps	4-phosphopantoate---beta-alanine ligase [EC:6.3.2.36]	ko00410  beta-Alanine metabolism	
K09723	ginS	DNA replication factor GINS		
K09724	K09724	uncharacterized protein		
K09725	K09725	uncharacterized protein		
K09726	K09726	uncharacterized protein		
K09727	K09727	uncharacterized protein		
K09728	K09728	uncharacterized protein		
K09729	K09729	uncharacterized protein		
K09730	K09730	uncharacterized protein		
K09731	K09731	uncharacterized protein		
K09732	K09732	uncharacterized protein		
K09733	mfnB	(5-formylfuran-3-yl)methyl phosphate synthase [EC:4.2.3.153]	ko00680  Methane metabolism	
K09735	K09735	uncharacterized protein		
K09736	K09736	uncharacterized protein		
K09737	K09737	uncharacterized protein		
K09738	K09738	uncharacterized protein		
K09739	mptD	dihydroneopterin aldolase [EC:4.1.2.25]	ko00790  Folate biosynthesis	
K09740	K09740	uncharacterized protein		
K09741	pcc1	KEOPS complex subunit Pcc1		
K09742	K09742	uncharacterized protein		
K09743	K09743	uncharacterized protein		
K09744	K09744	uncharacterized protein		
K09745	K09745	uncharacterized protein		
K09746	K09746	uncharacterized protein		
K09747	K09747	uncharacterized protein		
K09748	rimP	ribosome maturation factor RimP		
K09749	K09749	uncharacterized protein		
K09750	TMPRSS11A	transmembrane protease serine 11A [EC:3.4.21.-]		
K09751	TMPRSS11B	transmembrane protease serine 11B [EC:3.4.21.-]		
K09752	TMPRSS11F	transmembrane protease serine 11F [EC:3.4.21.-]		
K09753	CCR	cinnamoyl-CoA reductase [EC:1.2.1.44]	ko00940  Phenylpropanoid biosynthesis	M00039  Monolignol biosynthesis, phenylalanine/tyrosine  => monolignol
K09754	CYP98A, C3'H	coumaroylquinate(coumaroylshikimate) 3'-monooxygenase [EC:1.14.13.36]	ko00940  Phenylpropanoid biosynthesis	M00039  Monolignol biosynthesis, phenylalanine/tyrosine  => monolignol
K09755	CYP84A, F5H	ferulate-5-hydroxylase [EC:1.14.-.-]	ko00940  Phenylpropanoid biosynthesis	M00039  Monolignol biosynthesis, phenylalanine/tyrosine  => monolignol
K09756	SCPL19, SNG2	serine carboxypeptidase-like 19 [EC:3.4.16.- 2.3.1.91]	ko00940  Phenylpropanoid biosynthesis	
K09758	asdA	aspartate 4-decarboxylase [EC:4.1.1.12]	ko00250  Alanine, aspartate and glutamate metabolism	
K09759	aspC	nondiscriminating aspartyl-tRNA synthetase [EC:6.1.1.23]	ko00970  Aminoacyl-tRNA biosynthesis	M00360  Aminoacyl-tRNA biosynthesis, prokaryotes
K09760	rmuC	DNA recombination protein RmuC		
K09761	rsmE	16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]		
K09762	K09762	uncharacterized protein		
K09763	K09763	uncharacterized protein		
K09764	K09764	uncharacterized protein		
K09765	queH	epoxyqueuosine reductase [EC:1.17.99.6]		
K09766	K09766	uncharacterized protein		
K09767	yajQ	cyclic-di-GMP-binding protein		
K09768	K09768	uncharacterized protein		
K09769	K09769	uncharacterized protein		
K09770	K09770	uncharacterized protein		
K09771	TC.SMR3	small multidrug resistance family-3 protein		
K09772	sepF	cell division inhibitor SepF		
K09773	ppsR	[pyruvate, water dikinase]-phosphate phosphotransferase / [pyruvate, water dikinase] kinase [EC:2.7.4.28 2.7.11.33]		
K09774	lptA	lipopolysaccharide export system protein LptA		
K09775	K09775	uncharacterized protein		
K09776	K09776	uncharacterized protein		
K09777	K09777	uncharacterized protein		
K09778	K09778	uncharacterized protein		
K09779	K09779	uncharacterized protein		
K09780	K09780	uncharacterized protein		
K09781	K09781	uncharacterized protein		
K09782	AREG	amphiregulin	ko04012  ErbB signaling pathway	
K09784	EREG	epiregulin	ko04012  ErbB signaling pathway	
K09785	K09785	uncharacterized protein		
K09786	K09786	uncharacterized protein		
K09787	K09787	uncharacterized protein		
K09788	prpF	2-methylaconitate isomerase [EC:5.3.3.-]	ko00640  Propanoate metabolism	
K09789	bioG	pimeloyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85]	ko00780  Biotin metabolism	M00572  Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP
K09790	K09790	uncharacterized protein		
K09791	K09791	uncharacterized protein		
K09792	K09792	uncharacterized protein		
K09793	K09793	uncharacterized protein		
K09794	K09794	uncharacterized protein		
K09795	K09795	uncharacterized protein		
K09796	pccA	periplasmic copper chaperone A		
K09797	K09797	uncharacterized protein		
K09798	K09798	uncharacterized protein		
K09799	K09799	uncharacterized protein		
K09800	tamB	translocation and assembly module TamB		
K09801	K09801	uncharacterized protein		
K09802	K09802	uncharacterized protein		
K09803	K09803	uncharacterized protein		
K09804	K09804	uncharacterized protein		
K09805	K09805	uncharacterized protein		
K09806	K09806	uncharacterized protein		
K09807	K09807	uncharacterized protein		
K09808	lolC_E	lipoprotein-releasing system permease protein	ko02010  ABC transporters	M00255  Lipoprotein-releasing system
K09809	tagF	CDP-glycerol glycerophosphotransferase [EC:2.7.8.12]		
K09810	lolD	lipoprotein-releasing system ATP-binding protein [EC:3.6.3.-]	ko02010  ABC transporters	M00255  Lipoprotein-releasing system
